$GPVTG,,T,,M,0.577,N,1.068,K,A*29
$GPVTG,,T,,M,0.203,N,0.377,K,A*21
$GPVTG,,T,,M,0.454,N,0.841,K,A*2B
$GPVTG,,T,,M,0.874,N,1.619,K,A*27
$GPVTG,,T,,M,1.739,N,3.221,K,A*2D
$GPVTG,219.73,T,,M,1.537,N,2.846,K,A*3B
$GPVTG,,T,,M,1.256,N,2.326,K,A*26
$GPVTG,218.47,T,,M,2.098,N,3.886,K,A*33
$GPVTG,218.44,T,,M,5.089,N,9.425,K,A*38
$GPVTG,,T,,M,2.782,N,5.152,K,A*2F
$GPVTG,,T,,M,4.702,N,8.707,K,A*2A
$GPVTG,220.69,T,,M,6.237,N,11.551,K,A*03
$GPVTG,223.03,T,,M,5.152,N,9.542,K,A*34
$GPVTG,220.66,T,,M,3.387,N,6.273,K,A*32
$GPVTG,,T,,M,1.702,N,3.151,K,A*21
$GPVTG,,T,,M,0.689,N,1.276,K,A*26
$GPVTG,,T,,M,0.563,N,1.043,K,A*25
$GPVTG,,T,,M,1.245,N,2.305,K,A*25
$GPVTG,220.21,T,,M,2.576,N,4.770,K,A*3C
$GPVTG,218.82,T,,M,2.121,N,3.927,K,A*33
$GPVTG,219.00,T,,M,2.003,N,3.710,K,A*33
$GPVTG,220.77,T,,M,2.673,N,4.951,K,A*34
$GPVTG,221.30,T,,M,2.953,N,5.469,K,A*3C
$GPVTG,,T,,M,1.613,N,2.988,K,A*2D
$GPVTG,,T,,M,1.220,N,2.259,K,A*2E
$GPVTG,,T,,M,2.028,N,3.756,K,A*2C
$GPVTG,,T,,M,2.096,N,3.882,K,A*2F
$GPVTG,,T,,M,1.107,N,2.050,K,A*23
$GPVTG,,T,,M,0.125,N,0.232,K,A*26
$GPVTG,,T,,M,0.542,N,1.004,K,A*25
$GPVTG,,T,,M,1.052,N,1.948,K,A*21
$GPVTG,,T,,M,0.504,N,0.934,K,A*2C
$GPVTG,,T,,M,0.164,N,0.304,K,A*27
$GPVTG,,T,,M,0.147,N,0.271,K,A*25
$GPVTG,,T,,M,0.875,N,1.621,K,A*2D
$GPVTG,,T,,M,1.139,N,2.109,K,A*23
$GPVTG,,T,,M,0.087,N,0.160,K,A*2B
$GPVTG,,T,,M,0.826,N,1.529,K,A*20
$GPVTG,,T,,M,0.056,N,0.104,K,A*25
$GPVTG,,T,,M,0.669,N,1.239,K,A*23
$GPVTG,,T,,M,0.054,N,0.100,K,A*23
$GPVTG,,T,,M,0.860,N,1.593,K,A*23
$GPVTG,,T,,M,1.277,N,2.365,K,A*22
$GPVTG,,T,,M,0.310,N,0.574,K,A*27
$GPVTG,,T,,M,0.329,N,0.610,K,A*2C
$GPVTG,,T,,M,0.684,N,1.266,K,A*2A
$GPVTG,12.68,T,,M,3.320,N,6.148,K,A*09
$GPVTG,21.44,T,,M,2.164,N,4.008,K,A*03
$GPVTG,,T,,M,1.657,N,3.068,K,A*2B
$GPVTG,,T,,M,2.503,N,4.635,K,A*23
$GPVTG,31.62,T,,M,2.413,N,4.469,K,A*00
$GPVTG,,T,,M,4.671,N,8.651,K,A*2D
$GPVTG,33.88,T,,M,3.794,N,7.027,K,A*06
$GPVTG,36.28,T,,M,4.129,N,7.646,K,A*0F
$GPVTG,38.61,T,,M,4.335,N,8.028,K,A*02
$GPVTG,38.99,T,,M,2.768,N,5.126,K,A*0D
$GPVTG,,T,,M,1.287,N,2.384,K,A*22
$GPVTG,,T,,M,1.546,N,2.863,K,A*2A
$GPVTG,39.02,T,,M,1.467,N,2.718,K,A*0D
$GPVTG,40.64,T,,M,1.816,N,3.364,K,A*07
$GPVTG,,T,,M,0.521,N,0.965,K,A*2F
$GPVTG,,T,,M,1.287,N,2.383,K,A*25
$GPVTG,,T,,M,0.789,N,1.462,K,A*24
$GPVTG,40.77,T,,M,1.909,N,3.535,K,A*08
$GPVTG,,T,,M,0.458,N,0.847,K,A*21
$GPVTG,,T,,M,0.010,N,0.019,K,A*2A
$GPVTG,,T,,M,0.728,N,1.349,K,A*21
